0: itu-t
2.16.840.1.101.2.1.1.12: fortezzaKMandSigAlgorithm
2.16.840.1.101.2.1.1.13: suiteASignatureAlgorithm
2.16.840.1.101.2.1.1.14: suiteAConfidentialityAlgorithm
2.16.840.1.101.2.1.1.15: suiteAIntegrityAlgorithm
2.16.840.1.101.2.1.1.16: suiteATokenProtectionAlgorithm
2.16.840.1.101.2.1.1.17: suiteAKeyManagementAlgorithm
2.16.840.1.101.2.1.1.18: suiteAKMandSigAlgorithm
2.16.840.1.101.2.1.1.19: fortezzaUpdatedSigAlgorithm
2.16.840.1.101.2.1.1.20: fortezzaKMandUpdSigAlgorithms
2.16.840.1.101.2.1.1.21: fortezzaUpdatedIntegAlgorithm
2.16.840.1.101.2.1.1.22: keyExchangeAlgorithm
2.16.840.1.101.2.1.1.23: fortezzaWrap80Algorithm
2.16.840.1.101.2.1.1.24: kEAKeyEncryptionAlgorithm
2.16.840.1.101.2.1.2: formats
2.16.840.1.101.2.1.2.1: rfc822MessageFormat
2.16.840.1.101.2.1.2.2: emptyContent
2.16.840.1.101.2.1.2.3: cspContentType
2.16.840.1.101.2.1.2.42: mspRev3ContentType
2.16.840.1.101.2.1.2.48: mspContentType
2.16.840.1.101.2.1.2.49: mspRekeyAgentProtocol
2.16.840.1.101.2.1.2.50: mspMMP
2.16.840.1.101.2.1.2.66: mspRev3-1ContentType
2.16.840.1.101.2.1.2.72: forwardedMSPMessageBodyPart
2.16.840.1.101.2.1.2.73: mspForwardedMessageParameters
2.16.840.1.101.2.1.2.74: forwardedCSPMsgBodyPart
2.16.840.1.101.2.1.2.75: cspForwardedMessageParameters
2.16.840.1.101.2.1.2.76: mspMMP2
2.16.840.1.101.2.1.2.78: key-package-content-types
2.16.840.1.101.2.1.2.78.2: encryptedKeyPackage
2.16.840.1.101.2.1.2.78.3: keyPackageReceipt
2.16.840.1.101.2.1.2.78.6: keyPackageError
2.16.840.1.101.2.1.3: policy
2.16.840.1.101.2.1.3.1: sdnsSecurityPolicy
2.16.840.1.101.2.1.3.2: sdnsPRBAC
2.16.840.1.101.2.1.3.3: mosaicPRBAC
2.16.840.1.101.2.1.3.10: siSecurityPolicy
2.16.840.1.101.2.1.3.10.0: siNASP
2.16.840.1.101.2.1.3.10.1: siELCO
2.16.840.1.101.2.1.3.10.2: siTK
2.16.840.1.101.2.1.3.10.3: siDSAP
2.16.840.1.101.2.1.3.10.4: siSSSS
2.16.840.1.101.2.1.3.10.5: siDNASP
2.16.840.1.101.2.1.3.10.6: siBYEMAN
2.16.840.1.101.2.1.3.10.7: siREL-US
2.16.840.1.101.2.1.3.10.8: siREL-AUS
2.16.840.1.101.2.1.3.10.9: siREL-CAN
2.16.840.1.101.2.1.3.10.10: siREL_UK
2.16.840.1.101.2.1.3.10.11: siREL-NZ
2.16.840.1.101.2.1.3.10.12: siGeneric
2.16.840.1.101.2.1.3.11: genser
2.16.840.1.101.2.1.3.11.0: genserNations
2.16.840.1.101.2.1.3.11.1: genserComsec
2.16.840.1.101.2.1.3.11.2: genserAcquisition
2.16.840.1.101.2.1.3.11.3: genserSecurityCategories
2.16.840.1.101.2.1.3.11.3.0: genserTagSetName
2.16.840.1.101.2.1.3.12: defaultSecurityPolicy
2.16.840.1.101.2.1.3.13: capcoMarkings
2.16.840.1.101.2.1.3.13.0: capcoSecurityCategories
2.16.840.1.101.2.1.3.13.0.1: capcoTagSetName1
2.16.840.1.101.2.1.3.13.0.2: capcoTagSetName2
2.16.840.1.101.2.1.3.13.0.3: capcoTagSetName3
2.16.840.1.101.2.1.3.13.0.4: capcoTagSetName4
2.16.840.1.101.2.1.5: attributes
2.16.840.1.101.2.1.5.1: sdnsKeyManagementCertificate
2.16.840.1.101.2.1.5.2: sdnsUserSignatureCertificate
2.16.840.1.101.2.1.5.3: sdnsKMandSigCertificate
2.16.840.1.101.2.1.5.4: fortezzaKeyManagementCertificate
2.16.840.1.101.2.1.5.5: fortezzaKMandSigCertificate
2.16.840.1.101.2.1.5.6: fortezzaUserSignatureCertificate
2.16.840.1.101.2.1.5.7: fortezzaCASignatureCertificate
2.16.840.1.101.2.1.5.8: sdnsCASignatureCertificate
2.16.840.1.101.2.1.5.10: auxiliaryVector
2.16.840.1.101.2.1.5.11: mlReceiptPolicy
2.16.840.1.101.2.1.5.12: mlMembership
2.16.840.1.101.2.1.5.13: mlAdministrators
2.16.840.1.101.2.1.5.14: alid
2.16.840.1.101.2.1.5.20: janUKMs
2.16.840.1.101.2.1.5.21: febUKMs
2.16.840.1.101.2.1.5.22: marUKMs
2.16.840.1.101.2.1.5.23: aprUKMs
2.16.840.1.101.2.1.5.24: mayUKMs
2.16.840.1.101.2.1.5.25: junUKMs
2.16.840.1.101.2.1.5.26: julUKMs
2.16.840.1.101.2.1.5.27: augUKMs
2.16.840.1.101.2.1.5.28: sepUKMs
2.16.840.1.101.2.1.5.29: octUKMs
2.16.840.1.101.2.1.5.30: novUKMs
2.16.840.1.101.2.1.5.31: decUKMs
2.16.840.1.101.2.1.5.40: metaSDNSckl
2.16.840.1.101.2.1.5.41: sdnsCKL
2.16.840.1.101.2.1.5.42: metaSDNSsignatureCKL
2.16.840.1.101.2.1.5.43: sdnsSignatureCKL
2.16.840.1.101.2.1.5.44: sdnsCertificateRevocationList
2.16.840.1.101.2.1.5.45: fortezzaCertificateRevocationList
2.16.840.1.101.2.1.5.46: fortezzaCKL
2.16.840.1.101.2.1.5.47: alExemptedAddressProcessor
2.16.840.1.101.2.1.5.48: guard
2.16.840.1.101.2.1.5.49: algorithmsSupported
2.16.840.1.101.2.1.5.50: suiteAKeyManagementCertificate
2.16.840.1.101.2.1.5.51: suiteAKMandSigCertificate
2.16.840.1.101.2.1.5.52: suiteAUserSignatureCertificate
2.16.840.1.101.2.1.5.53: prbacInfo
2.16.840.1.101.2.1.5.54: prbacCAConstraints
2.16.840.1.101.2.1.5.55: sigOrKMPrivileges
2.16.840.1.101.2.1.5.56: commPrivileges
2.16.840.1.101.2.1.5.57: labeledAttribute
2.16.840.1.101.2.1.5.58: policyInformationFile
2.16.840.1.101.2.1.5.59: secPolicyInformationFile
2.16.840.1.101.2.1.5.60: cAClearanceConstraint
2.16.840.1.101.2.1.5.65: keyPkgIdAndReceiptReq
2.16.840.1.101.2.1.5.66: contentDecryptKeyID
2.16.840.1.101.2.1.5.70: kpCrlPointers
2.16.840.1.101.2.1.5.71: kpKeyProvinceV2
2.16.840.1.101.2.1.5.72: kpManifest
2.16.840.1.101.2.1.7: extensions
2.16.840.1.101.2.1.7.1: cspExtns
2.16.840.1.101.2.1.7.1.0: cspCsExtn
2.16.840.1.101.2.1.8: id-security-categories
2.16.840.1.101.2.1.8.1: mISSISecurityCategories
2.16.840.1.101.2.1.8.2: standardSecurityLabelPrivileges
2.16.840.1.101.2.1.8.3: commonSecurityCategoriesSyntaxes
2.16.840.1.101.2.1.8.3.1: enumeratedPermissiveAttrs
2.16.840.1.101.2.1.8.3.3: informativeAttrs
2.16.840.1.101.2.1.8.3.4: enumeratedRestrictiveAttrs
2.16.840.1.101.2.1.10: privileges
2.16.840.1.101.2.1.10.1: sigPrivileges
2.16.840.1.101.2.1.10.2: kmPrivileges
2.16.840.1.101.2.1.10.3: namedTagSetPrivilege
2.16.840.1.101.2.1.11: certificate-policy
2.16.840.1.101.2.1.11.1: ukDemo
2.16.840.1.101.2.1.11.2: usDODClass2
2.16.840.1.101.2.1.11.3: usMediumPilot
2.16.840.1.101.2.1.11.4: usDODClass4
2.16.840.1.101.2.1.11.5: usDODClass3
2.16.840.1.101.2.1.11.6: usDODClass5
2.16.840.1.101.2.1.12: security-policy
2.16.840.1.101.2.1.12.0: testSecurityPolicy
2.16.840.1.101.2.1.12.0.1: tsp1
2.16.840.1.101.2.1.12.0.1.0: tsp1SecurityCategories
2.16.840.1.101.2.1.12.0.1.0.0: tsp1TagSetZero
2.16.840.1.101.2.1.12.0.1.0.1: tsp1TagSetOne
2.16.840.1.101.2.1.12.0.1.0.2: tsp1TagSetTwo
2.16.840.1.101.2.1.12.0.2: tsp2
2.16.840.1.101.2.1.12.0.2.0: tsp2SecurityCategories
2.16.840.1.101.2.1.12.0.2.0.0: tsp2TagSetZero
2.16.840.1.101.2.1.12.0.2.0.1: tsp2TagSetOne
2.16.840.1.101.2.1.12.0.2.0.2: tsp2TagSetTwo
2.16.840.1.101.2.1.12.0.3: kafka
2.16.840.1.101.2.1.12.0.3.0: kafkaSecurityCategories
2.16.840.1.101.2.1.12.0.3.0.1: kafkaTagSetName1
2.16.840.1.101.2.1.12.0.3.0.2: kafkaTagSetName2
2.16.840.1.101.2.1.12.0.3.0.3: kafkaTagSetName3
2.16.840.1.101.2.1.12.1: tsp1
2.16.840.1.101.2.1.12.1.1: tcp1
2.16.840.1.101.2.1.13: ???
2.16.840.1.101.2.1.13.1: kmaKeyAlgorithm
2.16.840.1.101.2.1.13.3: kmaTSECNomenclature
2.16.840.1.101.2.1.13.5: kmaKeyDistPeriod
2.16.840.1.101.2.1.13.6: kmaKeyValidityPeriod
2.16.840.1.101.2.1.13.7: kmaKeyDuration
2.16.840.1.101.2.1.13.11: kmaSplitID
2.16.840.1.101.2.1.13.12: kmaKeyPkgType
2.16.840.1.101.2.1.13.13: kmaKeyPurpose
2.16.840.1.101.2.1.13.14: kmaKeyUse
2.16.840.1.101.2.1.13.15: kmaTransportKey
2.16.840.1.101.2.1.13.16: kmaKeyPkgReceiversV2
2.16.840.1.101.2.1.13.19: kmaOtherCertFormats
2.16.840.1.101.2.1.13.20: kmaUsefulCerts
2.16.840.1.101.2.1.13.21: kmaKeyWrapAlgorithm
2.16.840.1.101.2.1.13.22: kmaSigUsageV3
2.16.840.1.101.2.1.16: sir-name-types
2.16.840.1.101.2.1.16.0: dn
2.16.840.1.101.2.1.22: errorCodes
2.16.840.1.101.2.1.22.1: missingKeyType
2.16.840.1.101.2.1.22.2: privacyMarkTooLong
2.16.840.1.101.2.1.22.3: unrecognizedSecurityPolicy
2.16.840.1.101.3: csor
2.16.840.1.101.3.1: slabel
2.16.840.1.101.3.2: pki
2.16.840.1.101.3.2.1: NIST policyIdentifier
2.16.840.1.101.3.2.1.3: fbca-policies
2.16.840.1.101.3.2.1.3.1: fbcaRudimentaryPolicy
2.16.840.1.101.3.2.1.3.2: fbcaBasicPolicy
2.16.840.1.101.3.2.1.3.3: fbcaMediumPolicy
2.16.840.1.101.3.2.1.3.4: fbcaHighPolicy
2.16.840.1.101.3.2.1.48: csor-test-policies
2.16.840.1.101.3.2.1.48.1: nistTestPolicy1
2.16.840.1.101.3.2.1.48.2: nistTestPolicy2
2.16.840.1.101.3.2.1.48.3: nistTestPolicy3
2.16.840.1.101.3.2.1.48.4: nistTestPolicy4
2.16.840.1.101.3.2.1.48.5: nistTestPolicy5
2.16.840.1.101.3.2.1.48.6: nistTestPolicy6
2.16.840.1.101.3.2.2: gak
2.16.840.1.101.3.2.2.1: kRAKey
2.16.840.1.101.3.2.3: extensions
2.16.840.1.101.3.2.3.1: kRTechnique
2.16.840.1.101.3.2.3.2: kRecoveryCapable
2.16.840.1.101.3.2.3.3: kR
2.16.840.1.101.3.2.4: keyRecoverySchemes
2.16.840.1.101.3.2.5: krapola
2.16.840.1.101.3.3: arpa
2.16.840.1.101.3.4: nistAlgorithm
2.16.840.1.101.3.4.1: aes
2.16.840.1.101.3.4.1.1: aes128-ECB
2.16.840.1.101.3.4.1.2: aes128-CBC
2.16.840.1.101.3.4.1.3: aes128-OFB
2.16.840.1.101.3.4.1.4: aes128-CFB
2.16.840.1.101.3.4.1.5: aes128-wrap
2.16.840.1.101.3.4.1.6: aes128-GCM
2.16.840.1.101.3.4.1.7: aes128-CCM
2.16.840.1.101.3.4.1.8: aes128-wrap-pad
2.16.840.1.101.3.4.1.9: aes128-GMAC
2.16.840.1.101.3.4.1.21: aes192-ECB
2.16.840.1.101.3.4.1.22: aes192-CBC
2.16.840.1.101.3.4.1.23: aes192-OFB
2.16.840.1.101.3.4.1.24: aes192-CFB
2.16.840.1.101.3.4.1.25: aes192-wrap
2.16.840.1.101.3.4.1.26: aes192-GCM
2.16.840.1.101.3.4.1.27: aes192-CCM
2.16.840.1.101.3.4.1.28: aes192-wrap-pad
2.16.840.1.101.3.4.1.29: aes192-GMAC
2.16.840.1.101.3.4.1.41: aes256-ECB
2.16.840.1.101.3.4.1.42: aes256-CBC
2.16.840.1.101.3.4.1.43: aes256-OFB
2.16.840.1.101.3.4.1.44: aes256-CFB
2.16.840.1.101.3.4.1.45: aes256-wrap
2.16.840.1.101.3.4.1.46: aes256-GCM
2.16.840.1.101.3.4.1.47: aes256-CCM
2.16.840.1.101.3.4.1.48: aes256-wrap-pad
2.16.840.1.101.3.4.1.49: aes256-GMAC
2.16.840.1.101.3.4.2: hashAlgos
2.16.840.1.101.3.4.2.1: sha-256
2.16.840.1.101.3.4.2.2: sha-384
2.16.840.1.101.3.4.2.3: sha-512
2.16.840.1.101.3.4.2.4: sha-224
2.16.840.1.101.3.4.2.7: sha3-224
2.16.840.1.101.3.4.2.8: sha3-256
2.16.840.1.101.3.4.2.9: sha3-384
2.16.840.1.101.3.4.2.10: sha3-512
2.16.840.1.101.3.4.2.11: shake128
2.16.840.1.101.3.4.2.12: shake256
2.16.840.1.101.3.4.2.17: shake128len
2.16.840.1.101.3.4.2.18: shake256len
2.16.840.1.101.3.4.2.19: kmacShake128
2.16.840.1.101.3.4.2.20: kmacShake256
2.16.840.1.101.3.4.3: sigAlgs
2.16.840.1.101.3.4.3.1: dsaWithSha224
2.16.840.1.101.3.4.3.2: dsaWithSha256
2.16.840.1.113719: novell
2.16.840.1.113719.1: applications
2.16.840.1.113719.1.2: ???
2.16.840.1.113719.1.2.8: novellAlgorithm
2.16.840.1.113719.1.2.8.22: desCbcIV8
2.16.840.1.113719.1.2.8.23: desCbcPadIV8
2.16.840.1.113719.1.2.8.24: desEDE2CbcIV8
2.16.840.1.113719.1.2.8.25: desEDE2CbcPadIV8
2.16.840.1.113719.1.2.8.26: desEDE3CbcIV8
2.16.840.1.113719.1.2.8.27: desEDE3CbcPadIV8
2.16.840.1.113719.1.2.8.28: rc5CbcPad
2.16.840.1.113719.1.2.8.29: md2WithRSAEncryptionBSafe1
2.16.840.1.113719.1.2.8.30: md5WithRSAEncryptionBSafe1
2.16.840.1.113719.1.2.8.31: sha1WithRSAEncryptionBSafe1
2.16.840.1.113719.1.2.8.32: lmDigest
2.16.840.1.113719.1.2.8.40: md2
2.16.840.1.113719.1.2.8.50: md5
2.16.840.1.113719.1.2.8.51: ikeHmacWithSHA1-RSA
2.16.840.1.113719.1.2.8.52: ikeHmacWithMD5-RSA
2.16.840.1.113719.1.2.8.69: rc2CbcPad
2.16.840.1.113719.1.2.8.82: sha-1
2.16.840.1.113719.1.2.8.92: rc2BSafe1Cbc
2.16.840.1.113719.1.2.8.95: md4
2.16.840.1.113719.1.2.8.130: md4Packet
2.16.840.1.113719.1.2.8.131: rsaEncryptionBsafe1
2.16.840.1.113719.1.2.8.132: nwPassword
2.16.840.1.113719.1.2.8.133: novellObfuscate-1
2.16.840.1.113719.1.9: pki
2.16.840.1.113719.1.9.4: pkiAttributeType
2.16.840.1.113719.1.9.4.1: securityAttributes
2.16.840.1.113719.1.9.4.2: relianceLimit
2.16.840.1.113730: netscape
2.16.840.1.113730.1: cert-extension
2.16.840.1.113730.1.1: netscape-cert-type
2.16.840.1.113730.1.2: netscape-base-url
2.16.840.1.113730.1.3: netscape-revocation-url
2.16.840.1.113730.1.4: netscape-ca-revocation-url
2.16.840.1.113730.1.7: netscape-cert-renewal-url
2.16.840.1.113730.1.8: netscape-ca-policy-url
2.16.840.1.113730.1.9: HomePage-url
2.16.840.1.113730.1.10: EntityLogo
2.16.840.1.113730.1.11: UserPicture
2.16.840.1.113730.1.12: netscape-ssl-server-name
2.16.840.1.113730.1.13: netscape-comment
2.16.840.1.113730.2: data-type
2.16.840.1.113730.2.1: dataGIF
2.16.840.1.113730.2.2: dataJPEG
2.16.840.1.113730.2.3: dataURL
2.16.840.1.113730.2.4: dataHTML
2.16.840.1.113730.2.5: certSequence
2.16.840.1.113730.2.6: certURL
2.16.840.1.113730.3: directory
2.16.840.1.113730.3.1: ldapDefinitions
2.16.840.1.113730.3.1.1: carLicense
2.16.840.1.113730.3.1.2: departmentNumber
2.16.840.1.113730.3.1.3: employeeNumber
2.16.840.1.113730.3.1.4: employeeType
2.16.840.1.113730.3.1.216: userPKCS12
2.16.840.1.113730.3.2: ldap-object-classes
2.16.840.1.113730.3.2.2: inetOrgPerson
2.16.840.1.113730.4: policy
2.16.840.1.113730.4.1: serverGatedCrypto
2.16.840.1.113733: digicert
2.16.840.1.113733.1: pki
2.16.840.1.113733.1.6: extensions
2.16.840.1.113733.1.6.3: verisignCZAG
2.16.840.1.113733.1.6.6: verisignInBox
2.16.840.1.113733.1.6.11: verisignOnsiteJurisdictionHash
2.16.840.1.113733.1.6.13: Unknown Verisign VPN extension
2.16.840.1.113733.1.6.15: verisignServerID
2.16.840.1.113733.1.7: policies
2.16.840.1.113733.1.7.1: ???
2.16.840.1.113733.1.7.1.1: verisignCertPolicies95Qualifier1
2.16.840.1.113733.1.7.1.1.1: verisignCPSv1notice
2.16.840.1.113733.1.7.1.1.2: verisignCPSv1nsi
2.16.840.1.113733.1.7.23: ???
2.16.840.1.113733.1.7.23.6: VeriSign EV policy
2.16.840.1.113733.1.7.48: ???
2.16.840.1.113733.1.7.48.1: Thawte EV policy
2.16.840.1.113733.1.8: sgc
2.16.840.1.113733.1.8.1: verisignISSStrongCrypto
2.16.840.1.113733.1.9: pkcs7Attribute
2.16.840.1.113733.1.9.2: messageType
2.16.840.1.113733.1.9.3: pkiStatus
2.16.840.1.113733.1.9.4: failInfo
2.16.840.1.113733.1.9.5: senderNonce
2.16.840.1.113733.1.9.6: recipientNonce
2.16.840.1.113733.1.9.7: transID
2.16.840.1.113733.1.9.8: extensionReq
2.16.840.1.113741: intel
2.16.840.1.113741.2: intelCDSA
2.16.840.1.114028: entrust
2.16.840.1.114028.10: ???
2.16.840.1.114028.10.1: ???
2.16.840.1.114028.10.1.2: Entrust EV policy
2.16.840.1.114171: wfbna
2.16.840.1.114171.500: ???
2.16.840.1.114171.500.9: Wells Fargo EV policy
2.16.840.1.114404: xramp
2.16.840.1.114404.1: pki
2.16.840.1.114404.1.1: policies
2.16.840.1.114404.1.1.2: ???
2.16.840.1.114404.1.1.2.4: ???
2.16.840.1.114404.1.1.2.4.1: TrustWave EV policy
2.16.840.1.114412: digicert
2.16.840.1.114412.1: digiCertNonEVCerts
2.16.840.1.114412.1.1: digiCertOVCert
2.16.840.1.114412.1.2: digiCertDVCert
2.16.840.1.114412.1.3: ???
2.16.840.1.114412.1.3.0: ???
2.16.840.1.114412.1.3.0.1: digiCertGlobalCAPolicy
2.16.840.1.114412.1.3.0.2: digiCertHighAssuranceEVCAPolicy
2.16.840.1.114412.1.3.0.3: digiCertGlobalRootCAPolicy
2.16.840.1.114412.1.3.0.4: digiCertAssuredIDRootCAPolicy
2.16.840.1.114412.1.11: digiCertFederatedDeviceCert
2.16.840.1.114412.2: domain-validated-ssl-certificate
2.16.840.1.114412.2.1: DigiCert EV policy
2.16.840.1.114412.2.2: digiCertEVCert
2.16.840.1.114412.2.3: digiCertObjectSigningCert
2.16.840.1.114412.2.3.1: digiCertCodeSigningCert
2.16.840.1.114412.2.3.2: digiCertEVCodeSigningCert
2.16.840.1.114412.2.3.11: digiCertKernelCodeSigningCert
2.16.840.1.114412.2.3.21: digiCertDocumentSigningCert
2.16.840.1.114412.2.4: digiCertClientCert
2.16.840.1.114412.2.4.1: ???
2.16.840.1.114412.2.4.1.1: digiCertLevel1PersonalClientCert
2.16.840.1.114412.2.4.1.2: digiCertLevel1EnterpriseClientCert
2.16.840.1.114412.2.4.2: digiCertLevel2ClientCert
2.16.840.1.114412.2.4.3: ???
2.16.840.1.114412.2.4.3.1: digiCertLevel3USClientCert
2.16.840.1.114412.2.4.3.2: digiCertLevel3CBPClientCert
2.16.840.1.114412.2.4.4: ???
2.16.840.1.114412.2.4.4.1: digiCertLevel4USClientCert
2.16.840.1.114412.2.4.4.2: digiCertLevel4CBPClientCert
2.16.840.1.114412.2.4.5: ???
2.16.840.1.114412.2.4.5.1: digiCertPIVHardwareCert
2.16.840.1.114412.2.4.5.2: digiCertPIVCardAuthCert
2.16.840.1.114412.2.4.5.3: digiCertPIVContentSigningCert
2.16.840.1.114412.4: client-certificates
2.16.840.1.114412.4.31: digiCertGridClassicCert
2.16.840.1.114412.4.31.5: digiCertGridIntegratedCert
2.16.840.1.114412.31: grid-only
2.16.840.1.114412.31.4: ???
2.16.840.1.114412.31.4.31: ???
2.16.840.1.114412.31.4.31.1: digiCertGridHostCert
2.16.840.1.114413: godaddy
2.16.840.1.114413.1: ???
2.16.840.1.114413.1.7: ???
2.16.840.1.114413.1.7.23: ???
2.16.840.1.114413.1.7.23.3: GoDaddy EV policy
2.16.840.1.114414: ???
2.16.840.1.114414.1: ???
2.16.840.1.114414.1.7: ???
2.16.840.1.114414.1.7.23: ???
2.16.840.1.114414.1.7.23.3: Starfield EV policy
2.23: international-organizations
2.23.42: set
2.23.42.0: contentType
2.23.42.0.0: panData
2.23.42.0.1: panToken
2.23.42.0.2: panOnly
2.23.42.1: msgExt
2.23.42.2: field
2.23.42.2.0: fullName
2.23.42.2.1: givenName
2.23.42.2.2: familyName
2.23.42.2.3: birthFamilyName
2.23.42.2.4: placeName
2.23.42.2.5: identificationNumber
2.23.42.2.6: month
2.23.42.2.7: date
2.23.42.2.8: address
2.23.42.2.9: telephone
2.23.42.2.10: amount
2.23.42.2.11: accountNumber
2.23.42.2.12: passPhrase
2.23.42.3: attribute
2.23.42.3.0: cert
2.23.42.3.0.0: rootKeyThumb
2.23.42.3.0.1: additionalPolicy
2.23.42.4: algorithm
2.23.42.5: policy
2.23.42.5.0: root
2.23.42.6: module
2.23.42.7: certExt
2.23.42.7.0: hashedRootKey
2.23.42.7.1: certificateType
2.23.42.7.2: merchantData
2.23.42.7.3: cardCertRequired
2.23.42.7.4: tunneling
2.23.42.7.5: setExtensions
2.23.42.7.6: setQualifier
2.23.42.8: brand
2.23.42.8.1: IATA-ATA
2.23.42.8.4: VISA
2.23.42.8.5: MasterCard
2.23.42.8.30: Diners
2.23.42.8.34: AmericanExpress
2.23.42.8.6011: Novus
2.23.42.9: vendor
2.23.42.9.0: GlobeSet
2.23.42.9.1: IBM
2.23.42.9.2: CyberCash
2.23.42.9.3: Terisa
2.23.42.9.4: RSADSI
2.23.42.9.5: VeriFone
2.23.42.9.6: TrinTech
2.23.42.9.7: BankGate
2.23.42.9.8: GTE
2.23.42.9.9: CompuSource
2.23.42.9.10: Griffin
2.23.42.9.11: Certicom
2.23.42.9.12: OSS
2.23.42.9.13: TenthMountain
2.23.42.9.14: Antares
2.23.42.9.15: ECC
2.23.42.9.16: Maithean
2.23.42.9.17: Netscape
2.23.42.9.18: Verisign
2.23.42.9.19: BlueMoney
2.23.42.9.20: Lacerte
2.23.42.9.21: Fujitsu
2.23.42.9.22: eLab
2.23.42.9.23: Entrust
2.23.42.9.24: VIAnet
2.23.42.9.25: III
2.23.42.9.26: OpenMarket
2.23.42.9.27: Lexem
2.23.42.9.28: Intertrader
2.23.42.9.29: Persimmon
2.23.42.9.30: NABLE
2.23.42.9.31: espace-net
2.23.42.9.32: Hitachi
2.23.42.9.33: Microsoft
2.23.42.9.34: NEC
2.23.42.9.35: Mitsubishi
2.23.42.9.36: NCR
2.23.42.9.37: e-COMM
2.23.42.9.38: Gemplus
2.23.42.10: national
2.23.42.10.392: Japan
2.23.43: wap
2.23.43.1: wap-wsg
2.23.43.1.4: wTLS-ECC
2.23.43.1.4.1: wTLS-ECC-curve1
2.23.43.1.4.6: wTLS-ECC-curve6
2.23.43.1.4.8: wTLS-ECC-curve8
2.23.43.1.4.9: wTLS-ECC-curve9
2.23.133: tCPA
2.23.133.1: tcgSpecVersion
2.23.133.2: tcgAttribute
2.23.133.2.1: tcgTpmManufacturer
2.23.133.2.2: tcgTpmModel
2.23.133.2.3: tcgTpmVersion
2.23.133.2.4: tcgPlatformManufacturer
2.23.133.2.5: tcgPlatformModel
2.23.133.2.6: tcgPlatformVersion
2.23.133.2.7: tcgComponentManufacturer
2.23.133.2.8: tcgComponentModel
2.23.133.2.9: tcgComponentVersion
2.23.133.2.10: tcgSecurityQualities
2.23.133.2.11: tcgTpmProtectionProfile
2.23.133.2.12: tcgTpmSecurityTarget
2.23.133.2.13: tcgFoundationProtectionProfile
2.23.133.2.14: tcgFoundationSecurityTarget
2.23.133.2.15: tcgTpmIdLabel
2.23.133.2.16: tcgTpmSpecification
2.23.133.2.18: tcgTpmSecurityAssertions
2.23.133.3: tcgProtocol
2.23.133.3.1: tcgPrttTpmIdProtocol
2.23.133.8: tcg-kp
2.23.133.8.1: tcgEKCertificate
2.23.133.10: ???
2.23.133.10.1: ???
2.23.133.10.1.1: ???
2.23.133.10.1.1.1: tcgObject
2.23.134: ceska-posta-sp
2.23.134.1: ???
2.23.134.1.2: ???
2.23.134.1.2.1: ???
2.23.134.1.2.1.8: ???
2.23.134.1.2.1.8.210: postSignumCommercialServerPolicy
2.23.134.1.2.2: ???
2.23.134.1.2.2.3: postSignumPublicCA
2.23.134.1.4: ???
2.23.134.1.4.2: ???
2.23.134.1.4.2.1: postSignumRootQCA
2.23.136: icao
2.23.136.1: mrtd
2.23.136.1.1: security
2.23.136.1.1.1: mRTDSignatureData
2.23.140: ca-browser-forum
2.23.140.1: certificate-policies
2.23.140.1.1: evGuidelines
2.23.140.1.2: baseline-requirements
2.23.140.1.2.1: domain-validated
2.23.140.1.2.2: subjectIdentityValidated
2.23.140.1.4: ???
2.23.140.1.4.1: codeSigningRequirements
2.54: ???
2.54.1775: ???
2.54.1775.2: hashedRootKey
2.54.1775.3: certificateType
2.54.1775.4: merchantData
2.54.1775.5: cardCertRequired
2.54.1775.6: tunneling
2.54.1775.7: setQualifier
2.54.1775.99: setData
